respid,cty,AsylumHome,IdeoScale,Female,Age,Employed,EISCED,IncomeDecile
R_cMADRYnrVkHZxk1,Spain,2,0,1,25,1,6,9
R_b1SnWwEHKVDWC5n,Spain,1,0,0,19,0,6,4
R_a98UvGa13axzw7X,Spain,1,10,0,27,1,2,1
R_6D9932FqDO397EN,Spain,1,3,0,19,0,4,6
R_6LR54gQhv1Wg1O5,Spain,-1,5,1,24,0,5,3
R_8cRgjOKQMS2gkxT,Spain,1,1,0,22,0,4,1
R_4ZXCWGyqobHqrqJ,Spain,0,7,1,21,0,5,2
R_3IWrdi9maWjmV7f,Spain,-1,5,1,48,0,3,3
R_3DwggKraknJxtkN,Spain,0,2,0,22,1,5,3
R_5vRvnXGieraCnuR,Spain,-1,3,1,24,0,5,2
R_0NkicRrxBmZcP4N,Spain,0,5,0,24,0,5,1
R_5drBE3xsZnuV8QR,Spain,1,8,0,28,1,1,5
R_5gKMpX7Gxqts3qt,Spain,1,5,0,20,0,4,3
R_5vdCvWGSCgZlLcp,Spain,1,7,1,25,0,2,6
R_bPEKj6K2WdkMcLP,Spain,2,2,0,29,0,7,4
R_3rzH7VuGqTGI7yJ,Spain,0,8,1,27,1,7,4
R_3aw5MXb2VNbJMpL,Spain,0,5,1,22,0,6,6
R_6fHj721ElKoBwBn,Spain,2,2,0,21,0,5,9
R_8Id2Huod7L53HSd,Spain,-1,5,0,50,1,6,8
R_6VwoobCb0KnMrdz,Spain,2,4,1,25,0,4,5
R_b4wkrjfRH97NAZ7,Spain,0,8,1,27,0,6,7
R_4HJwju9JtHJ3Yi1,Spain,1,0,0,40,1,4,6
R_ey6HzQ30BioszSB,Spain,0,4,1,27,1,7,9
R_9WEMaJV4TT6FS2p,Spain,-1,7,1,27,1,6,7
R_dm2IpHGtPszy9i5,Spain,-1,10,0,25,1,6,4
R_3PIQdZGfYyEoWTH,Spain,0,0,1,25,1,7,2
R_7QcaYOgyEDPAiRn,Spain,2,2,1,21,0,4,9
R_3kHLLag3dkn3D93,Spain,1,0,1,19,0,4,9
R_5yDsQpqWolyOEMR,Spain,1,3,0,21,0,4,3
R_3TMPqT0YjCDlfut,Spain,0,5,0,28,0,3,3
R_emp4unXVDBbyonP,Spain,0,7,1,26,1,7,8
R_9taSZBU9Lg5Mj8p,Spain,1,5,0,26,1,6,6
R_aW2EhjhX3aiOMW9,Spain,1,7,0,22,0,1,6
R_cHmJ4gMWTvw1DVz,Spain,0,4,0,18,1,7,4
R_1MktnOXItk1wbuB,Spain,0,6,1,59,1,7,4
R_bdMWaDhUPjcdeXH,Spain,-1,4,0,29,1,5,4
R_37ZVZ7sTALHUtKZ,Spain,1,1,1,24,1,5,7
R_eS7KUrqr92npwA5,Spain,1,6,0,29,1,3,4
R_d54FdJ1w7SadZOt,Spain,1,5,0,26,1,7,6
R_cZU6aeTtC7v5MIl,Spain,1,7,0,28,1,1,4
R_6ldPLY1HePiZ6Pr,Spain,0,2,1,29,1,6,6
R_55e8BJzrxiGAZXD,Spain,2,3,0,23,0,4,2
R_3pCVehcBjYZj9SR,Spain,0,3,0,27,1,2,4
R_3dZq7EnLF8GfF7D,Spain,0,0,0,26,0,3,4
R_0qZrhORKQNvIRh3,Spain,1,1,1,27,0,7,4
R_e9zY1BfZwVWKf2t,Spain,0,6,0,28,1,7,9
R_8AF8z6cEmlFTzcV,Spain,-2,0,0,27,1,5,2
R_3UCODZPe4ykGvKl,Spain,1,1,0,23,1,3,2
R_9Rnoxhd5wc3mqHj,Spain,0,0,1,44,1,7,5
R_6n7jepT9ZgELJVr,Spain,1,2,1,24,0,4,7
R_br0MQth4IllWEVn,Spain,1,3,0,24,0,4,4
R_56ggmO371lu4Hk1,Spain,1,3,1,19,0,4,5
R_ba4t6Lg6TAh2mMJ,Spain,2,7,0,25,1,5,5
R_6rPXkXfx6ftCLkh,Spain,0,4,0,47,1,4,7
R_bxBxztfnzDBDf2R,Spain,2,7,0,29,1,5,4
R_3q6ntWswQBqmyLH,Spain,1,7,1,26,0,2,8
R_1LK8dt8P0qJjoiN,Spain,1,7,1,23,0,5,6
R_b7OM04Y254abG73,Spain,1,3,0,23,0,4,5
R_1zsy8GjthqM7tzL,Spain,0,5,0,42,0,2,4
R_3kiwYBVQvzgFFrv,Spain,-1,7,1,26,1,7,8
R_8etcTemaiPONppX,Spain,0,6,0,28,1,5,3
R_38nH4wpNn0D1nyB,Spain,2,0,0,26,1,3,7
R_e3VMy9sMB5ueKzz,Spain,-2,6,0,21,0,4,8
R_9nwLUScFjQXbSip,Spain,0,4,0,50,0,6,8
R_4YnhOYfsyQS0Rdb,Spain,0,8,0,26,0,5,4
R_5BC6GLnoQiFvQ9f,Spain,0,3,1,20,0,4,4
R_8Hu4sqf5OlLIo4t,Spain,0,3,1,23,0,3,4
R_8IbSH3VWVtgijBj,Spain,1,3,1,21,0,4,4
R_00xIa8ziEvUdMXz,Spain,0,0,1,26,0,5,2
R_8pMwxHcurCta5o1,Spain,0,5,1,50,0,2,4
R_7OJRJ8cnlXXVjjT,Spain,2,2,0,23,0,5,7
R_7UpaAzwG6H2WZ01,Spain,1,5,1,23,0,4,4
R_3ELdjM4FTUDHCXH,Spain,1,5,1,27,1,7,4
R_eVT1mxYeYshHUSV,Spain,-1,5,1,29,0,7,2
R_eVymQm4kq0Z0bwF,Spain,2,0,1,22,0,2,1
R_3OTQGdcWbiS5eeh,Spain,2,5,0,46,1,3,6
R_a4brdaZ13XiIXEF,Spain,0,5,0,42,1,5,4
R_1F9ofKTN18Hn02N,Spain,0,0,1,29,1,7,2
R_72Hi1guzjFBFAzP,Spain,1,7,0,25,1,3,6
R_3rUc1c1vjJGWawd,Spain,0,2,1,46,1,5,8
R_egOemF9y6HaszoF,Spain,1,6,0,42,1,4,3
R_3TXJWHBmUbDRp6B,Spain,1,5,1,27,0,6,7
R_7WGAoP9Y3QQUt4V,Spain,-1,6,0,42,0,2,3
R_3a6zdnpmWvNmmgJ,Spain,1,2,0,21,0,3,8
R_ba6zTlKkFOaom4R,Spain,0,5,1,49,1,2,5
R_6y5V2mkZblGSJBH,Spain,-2,5,1,68,0,3,2
R_2gFI1T3ABBXQJgx,Spain,0,2,0,45,1,2,4
R_dccZ0dNLv4v2Vsp,Spain,2,3,0,66,0,1,4
R_0vwlXCfdwFqqvnD,Spain,0,5,0,54,1,2,6
R_bgBrWq6gYmYThAx,Spain,1,2,1,59,1,6,7
R_cOWM9ZkO0fNybBz,Spain,0,4,1,58,0,2,2
R_6PWKMPtbWvCdiVT,Spain,1,8,1,49,1,4,2
R_1TRjgutOfXh3xeB,Spain,0,3,1,61,1,7,6
R_82IbYIDOI861YS9,Spain,0,2,1,60,0,1,5
R_3CY7JvMAb2aVFml,Spain,0,5,1,55,0,4,3
R_e39y0GyNEDHT1Ep,Spain,-2,0,1,48,1,4,9
R_6y4ghAod6aZcG6p,Spain,2,1,1,48,0,7,1
R_85Ln4p8CqUNsXZ3,Spain,2,5,1,41,1,6,10
R_0qOUvNpxFp70r7T,Spain,0,5,1,45,1,1,2
R_41uKmNuT7Eruxoh,Spain,1,2,1,59,1,6,4
R_4SdTFlwh8zeP4ot,Spain,0,2,1,54,1,5,5
R_6zpMZtx95wfImfr,Spain,-2,7,1,65,1,3,5
R_bEs1V7R7bVhwiwJ,Spain,1,5,1,60,0,6,7
R_bBL57ATZBCndpkx,Spain,-2,3,1,52,0,3,2
R_6DK8zePVq6znT3n,Spain,-1,5,1,40,1,6,3
R_2nqhbGYFNddqGHP,Spain,-1,8,1,51,1,4,3
R_8eozDvKhM77HHRH,Spain,1,2,1,50,1,6,6
R_2aGGDmLXqJ4UIMR,Spain,-1,2,1,50,1,2,6
R_9Zugmn0ho17E8Id,Spain,0,2,1,51,0,4,5
R_02IrwcRhnDaAjKl,Spain,2,7,1,59,1,4,5
R_4N1ZObZqx7zb6JL,Spain,0,7,1,44,1,5,2
R_eIJV4ORtW2QLZEV,Spain,0,5,0,42,1,7,9
R_9KTLW4gaOZQSVp3,Spain,1,4,0,61,0,6,10
R_0Hc1wTDowy6ugcd,Spain,0,7,1,40,1,2,6
R_9yiN6brsEi78nS5,Spain,0,5,1,50,0,4,4
R_2fcg34boASEGPd3,Spain,0,6,0,45,1,4,6
R_87CV9rYEfvS7wIR,Spain,2,2,0,53,1,4,3
R_aaeNkoQTVhAiWWx,Spain,2,4,0,41,1,7,3
R_8iujL1s4WUinfdr,Spain,0,10,1,49,1,6,4
R_8eJfVAO3jyL9dv7,Spain,1,2,1,41,1,1,6
R_3JYLi4XDUNohQ57,Spain,0,5,1,46,1,4,7
R_aUUe2NtAF7lW7yJ,Spain,2,0,1,40,1,6,6
R_6Mer9D57AiTzWkd,Spain,2,0,1,41,1,7,8
R_cMWNV0OxSBTLm73,Spain,2,0,1,41,1,7,1
R_elJqBwz2THHnCD3,Spain,2,5,0,41,1,6,8
R_6F5xBO1vP5OEcnz,Spain,-1,5,1,46,1,7,10
R_42Z5SzClxr7YfKl,Spain,1,3,0,51,1,6,4
R_cSfBAbCV2CeDARn,Spain,1,0,0,43,1,3,4
R_beJPk7EwsXBuTat,Spain,0,1,0,48,0,2,1
R_0Jqk37EeIyV5b0h,Spain,-2,5,0,63,0,4,2
R_1XQAwpaijyfgrxb,Spain,0,0,0,59,0,1,1
R_6otc7lVZauamCUd,Spain,0,5,1,45,0,2,3
R_9R122olSb9vatI9,Spain,0,8,1,51,0,2,1
R_4HI5IwMqk2VmPJj,Spain,1,5,1,46,0,4,4
R_3OGiV3kdOkHeAtf,Spain,2,3,0,47,1,7,7
R_3fVJH4RhQ1mpXal,Spain,0,0,1,49,0,5,1
R_3gwupBUSDsx0iwd,Spain,0,8,0,57,1,2,4
R_bDzRNcw9LeH0cRL,Spain,-1,5,1,43,1,5,5
R_bCWwe2l7XX0jl3f,Spain,1,3,0,43,1,4,6
R_9Sp305aQMZxj2qV,Spain,2,2,0,42,1,7,4
R_b191K2u34h35oaN,Spain,-1,3,1,62,1,3,2
R_eLQV8oPAwjY2He5,Spain,-1,7,1,47,1,3,3
R_9GqchuUg6jLOjU9,Spain,-1,3,0,52,1,5,6
R_cZPmT9nP8lB2EDP,Spain,0,5,1,47,1,5,4
R_3gc7omHaGawG3Xv,Spain,-1,6,1,58,1,6,4
R_2oaxokJoDk7gtEh,Spain,0,5,0,63,1,1,2
R_2taHpKqdaXzDhmR,Spain,0,6,0,43,1,7,8
R_bQK37IzVdV46xBX,Spain,0,9,1,51,1,7,9
R_9ZBGyNeP4Hubp5z,Spain,0,5,1,65,0,1,1
R_4UwM9mWchS6nq3r,Spain,1,4,1,51,0,3,8
R_ezCDxfJeaEYwOGN,Spain,2,4,1,50,1,1,8
R_bskDM9oiCK2i6RD,Spain,-2,5,0,49,1,7,6
R_1Y895aPL9bBwWQR,Spain,1,5,1,40,1,4,8
R_5aqee5xNMpg3fZr,Spain,-1,6,1,50,1,2,8
R_9uAe2qs0NXd6ECh,Spain,1,5,1,59,0,2,4
R_5jvoCB5UJYF7pNb,Spain,0,3,0,48,1,2,7
R_6PY1Qc6VIaEa7Ax,Spain,1,5,1,59,1,6,2
R_beaCQm2t7gSCv1X,Spain,-2,3,1,48,0,4,1
R_eVscJYdwQCSHrMh,Spain,1,4,0,63,0,6,10
R_295u6YV7zPfumSp,Spain,2,5,0,43,1,7,10
R_4MmqgPoqpbZMrw9,Spain,1,4,0,63,1,6,3
R_0jRDNLY8Z39uuyN,Spain,-2,3,0,55,1,1,2
R_8DoQhwyK9CkgHad,Spain,0,5,1,61,0,5,6
R_3wqQKX4X9sTnRHL,Spain,1,5,0,68,0,6,6
R_6MzbX4ri1BZO4eh,Spain,1,3,0,63,1,6,9
R_8fimQDjsSSIXjyR,Spain,1,4,1,44,0,6,7
R_cYEZ5fA6AyeKBQ9,Spain,1,5,0,67,0,6,4
R_8D2X0AGmmjxEVr7,Spain,0,3,0,61,0,4,4
R_eD5xf3kQBX94pMh,Spain,0,6,0,48,1,7,10
R_4VkZxujYr6BHSn3,Spain,1,10,0,60,0,7,1
R_eXoBkuFY6OQ32AZ,Spain,0,3,1,61,1,7,5
R_bkJgDqaLWc93ULH,Spain,0,5,1,60,0,2,9
R_0HzmePDMig1b7xj,Spain,2,7,0,65,1,7,9
R_23GEg9Q3zQqyd3D,Spain,-2,10,1,43,1,1,1
R_6FfefCu4pQjp34V,Spain,-1,5,1,65,1,5,9
R_dcb3udXVgpPM1KJ,Spain,0,7,0,65,1,2,8
R_2f9SGsg1CS3Uxlr,Spain,0,8,0,63,0,7,10
R_3C3qfu4p3BbpEGh,Spain,2,0,0,63,0,7,1
R_7a3v73rCvSDJxZj,Spain,0,10,1,60,1,7,9
R_eQWPQHsYksVpxrf,Spain,0,6,0,61,0,5,7
R_6S5TRfPUGKJhGvP,Spain,2,3,1,61,0,6,6
R_6hrZTpe3y79tC8l,Spain,0,5,0,61,1,1,3
R_bmxWSElQwdrUbJ3,Spain,1,2,0,43,1,7,8
R_b2xnwgvrxcYXOLj,Spain,1,2,0,56,1,6,9
R_292iiT1QtwHgwXH,Spain,1,5,0,61,1,7,2
R_djbC2myffIJZrdH,Spain,1,3,1,65,0,7,1
R_3t9eVav0hVKug4t,Spain,0,4,1,61,1,5,4
R_1zVTWKj1GnsJqmN,Spain,1,7,0,57,0,6,7
R_2gjkNAm1D3u1dXL,Spain,0,3,1,53,1,5,4
R_26lkEaTdoztTmMR,Spain,0,3,0,64,0,3,5
R_bgrfxJQV49vH4GN,Spain,-1,7,0,69,0,7,1
R_0qa2dJVO3CageRT,Spain,0,2,0,61,0,3,1
R_9AzbG1evbBUxo3P,Spain,1,5,1,65,0,5,3
R_9S6n2II4nDQxsk5,Spain,-2,6,1,42,1,7,6
R_9WDrn4FBIX9pvsV,Spain,-2,2,0,63,0,3,2
R_8DkxY1fmNyEmj9r,Spain,2,1,0,56,1,2,6
R_5dKHJLur7Mjs4It,Spain,0,8,0,62,1,2,7
R_aWsKYldEcFTJzVz,Spain,1,2,0,47,1,5,8
R_3jwd19MUpklA2CV,Spain,-2,10,0,68,0,7,10
R_dhyOc2WbQ9nTVyJ,Spain,-1,5,1,62,1,7,4
R_8ii60aDDutkiLU9,Spain,1,2,1,69,0,7,2
R_8HsilCoQlaLOcwl,Spain,2,3,0,69,0,6,9
R_71xDR7r9d2dBAI5,Spain,0,4,0,76,0,5,10
R_40HyACFN6FHRbKJ,Spain,1,5,0,61,0,4,9
R_e2NwLazuk61OMwB,Spain,1,6,1,66,0,1,1
R_3t2nosYT4X8iZTf,Spain,1,0,1,50,1,3,6
R_37xUlTAtmACIWkB,Spain,1,4,0,65,1,7,7
R_3WdfEb8o8JYE5CZ,Spain,1,6,1,42,1,7,7
R_7R32gYC93evfvkp,Spain,0,7,1,44,1,7,10
R_dba0P9fBotWaYGp,Spain,-1,10,0,61,0,1,1
R_eJobW7uGbBYJwqx,Spain,2,5,1,62,0,3,9
R_9nTaJMcA8y8lKxn,Spain,1,3,0,62,1,5,9
R_8e76Z5Ngy8mzvxz,Spain,2,0,0,67,1,6,5
R_6f0To6cWK2Xs7tP,Spain,-1,6,0,62,1,2,4
R_aatrIMK6UUSaZXn,Spain,1,3,0,69,0,2,6
R_8CvoJwfyHh09u6x,Spain,1,0,1,61,1,7,8
R_0DFT5a7rzIbs7fn,Spain,-2,4,0,64,0,2,5
R_5BdiYUY9GShKo0B,Spain,2,4,0,68,0,6,10
R_d1oKi82Rj07F3F3,Spain,2,2,0,68,0,6,8
R_dhzjqwucYXzSAId,Spain,0,7,1,56,1,7,9
R_0IKrcPhlnuqCvsN,Spain,1,4,0,61,0,2,4
R_8kMl89Bm4MPYZ4F,Spain,2,0,0,62,0,7,3
R_e2GarRTuIE1wKeV,Spain,-1,1,1,62,0,3,8
R_bduaUZnRYADmjul,Spain,2,0,0,64,1,7,10
R_cLUn3JlVKgE2iI5,Spain,1,0,0,68,0,1,2
R_3PmHtbY1zRtofel,Spain,1,0,1,58,1,3,8
R_40Hm9WO4qlN7kCF,Spain,-1,1,1,62,0,4,8
R_dmSsMpLeAKMbzJb,Spain,1,3,1,68,0,1,5
R_5iJsUDvBNC9XX7f,Spain,2,0,1,68,0,6,4
R_etvn2EdyGouGyQR,Spain,1,6,0,61,1,6,4
R_5z19cd0matoL75H,Spain,-2,6,0,62,0,2,1
R_ehfXfqIl39EtMZD,Spain,0,8,0,67,0,1,1
R_3XbfeCc3n2lrCT3,Spain,0,6,0,60,0,6,7
R_9tN2ksr2vkmYYUB,Spain,-2,4,0,68,0,1,3
R_cxbdVB1CBWXWLEp,Spain,-2,6,0,63,1,7,6
R_9Xo8Pa43ZdvTt2t,Spain,0,7,0,63,0,6,6
R_2twZxuoYLEnOZIF,Spain,0,0,0,62,0,6,5
R_a5CJzlADSjD8jOJ,Spain,0,2,0,61,0,2,7
R_9TOQDEg3h2LpGFD,Spain,1,3,1,65,0,2,7
R_3xGwz27jOBgs1AF,Spain,0,1,0,42,0,4,1
R_dm0qEWjAeStdOPr,Spain,0,4,1,67,0,2,2
R_87VShHUH1wLDL0N,Spain,2,5,0,49,1,7,5
R_3IQWvQ9DEEemqq1,Spain,-2,4,0,61,1,1,9
R_7QljbkYYmD0mlFP,Spain,0,5,0,66,0,2,1
R_bgbkN8Xr2ysn06F,Spain,0,5,0,45,1,5,4
R_8dYKKYLM3S1l0VL,Spain,0,5,0,65,0,4,4
R_0BWoPjTqRKfUgXH,Spain,-2,5,0,63,0,5,1
R_6yc8lMDRQPAUM4d,Spain,1,2,1,62,0,7,6
R_3CMvXnPJgVEIPtj,Spain,0,7,0,62,1,7,9
R_6nyUP74T7UlEtzD,Spain,2,0,0,62,0,2,1
R_6SxT53EhMQ11wsl,Spain,-1,9,0,64,1,5,5
R_0DjSEtMqrPuB3Kt,Spain,2,3,0,63,0,7,9
R_egkCw8El65hxP93,Spain,0,6,1,68,0,2,6
R_eljkJy5TG7kUG0t,Spain,1,7,1,60,0,2,5
R_8uGYS3DXF5vU3t3,Spain,2,5,0,63,0,5,5
R_8krxt9wUDUl3Wex,Spain,0,9,0,62,0,5,4
R_a5FEGadwnTCZsnb,Spain,2,8,1,50,0,5,2
R_4TvPvVjNRdnKSih,Spain,1,4,1,44,0,6,8
R_400EzBkViQ2f3Ol,Spain,1,4,0,60,1,4,1
R_5nan1lUHFgD0UT3,Spain,0,3,1,50,1,5,6
R_1NUwWlmT491DJ65,Spain,0,6,1,68,0,1,2
R_3HLlUGPrtEv7krj,Spain,1,5,1,68,0,6,2
R_eDvT74qjtwM8qPz,Spain,1,1,1,61,0,7,6
R_0qEKWzyvGFnNnKt,Spain,1,2,0,61,0,6,6
R_9QQvNZGEtgAoEVT,Spain,0,5,0,62,1,2,10
R_ex4irZYjWWeZK3X,Spain,-2,10,0,67,1,2,10
R_9sNsP2QaKatORFz,Spain,0,2,0,69,0,4,4
R_cYIKAltSd4W2zLD,Spain,0,5,0,66,1,1,5
R_6sPriYVsErE7Rjf,Spain,1,0,0,64,0,1,1
R_0OFrEQnKKCmtIah,Spain,2,3,0,66,0,6,9
R_8p71XlV7VMf5sCV,Spain,2,3,1,63,1,2,9
R_8dFnPNNRu9vNZK5,Spain,-1,6,0,64,0,6,6
R_0d0ZeXhj5fZr4z3,Spain,1,4,0,64,1,7,9
R_74GiE93iLSPvHLv,Spain,1,7,0,67,0,6,2
R_b2SG6OKjdOnZmsZ,Spain,2,2,0,68,0,3,6
R_3DeacPghUCZHJLn,Spain,1,4,0,69,0,7,7
R_9vOmKuM2qmhcD1r,Spain,0,3,0,63,0,1,8
R_6MtaFY9in13KzD7,Spain,0,1,0,62,0,5,7
R_3QPOnvcY4hPI3f7,Spain,0,5,1,50,1,7,9
R_7VA0bx21lU8yDiZ,Spain,2,0,0,66,1,7,9
R_1Yq3PxquGjhLMsB,Spain,-2,9,0,61,1,6,10
R_3dVdNI61WTvuVmd,Spain,2,3,1,65,0,3,2
R_3kt3dBkT25rv0Cp,Spain,1,7,0,55,1,2,6
R_3k2oyHlowkdbv81,Spain,1,0,0,41,1,3,6
R_38Gf5vGPxKuNibr,Spain,-2,3,0,61,0,1,1
R_8JsQhKcO1gfpN53,Spain,-1,2,0,60,1,4,7
R_aWefxYH7LoeWzY1,Spain,1,3,1,61,0,1,6
R_2n2EILUCuUcEooR,Spain,-2,10,0,63,0,1,3
R_e9cTqW1ZJDtfETX,Spain,1,6,0,56,0,7,10
R_cBhsg5lct30BfqB,Spain,0,5,1,53,0,2,4
R_2ghOJZfJvfhnXnL,Spain,1,0,0,66,0,7,8
R_02l0zlj0FRja1IV,Spain,0,10,0,67,0,5,6
R_72kFxzYjpht387X,Spain,-2,1,0,62,1,1,1
R_5uyxnsWitrY7H9z,Spain,0,6,0,64,0,4,3
R_eG2RyRkkhfPsh5X,Spain,0,2,1,60,1,1,3
R_e9e6GBQOyF4D6Zv,Spain,2,6,1,65,1,6,5
R_3rVc2q7cwqZSWzz,Spain,1,5,0,62,0,7,1
R_004rb1yja7X63Ih,Spain,0,6,0,64,0,6,6
R_6lg1zOp72eeoW8J,Spain,1,3,1,65,0,2,4
R_eXlYX4oUoaoVefj,Spain,-2,10,1,63,0,4,9
R_bdDisJoAk68FNK5,Spain,1,3,1,65,1,7,10
R_cMkCAYKyt2yaWb3,Spain,1,2,0,60,0,6,9
R_bmFCKIDnYEYAckZ,Spain,1,3,0,60,0,1,2
R_eY8YCUGTzteLHMh,Spain,1,7,1,43,0,1,1
R_2mJhggfFIWE09mJ,Spain,-2,1,1,41,1,6,4
R_9p0JFIxZyHxYC45,Spain,2,7,1,44,1,5,8
R_881UGRHpOPxCqTH,Spain,-2,5,1,56,0,3,2
R_eG2MfWeRVcGDIFv,Spain,1,6,0,48,1,2,2
R_3l80wLIk5xc336t,Spain,-1,1,1,46,0,2,6
R_6illeFkEMZhHz37,Spain,0,2,0,51,1,3,5
R_2hM5rOqRHHMztWt,Spain,0,3,0,43,0,2,1
R_4MedxMDhrwfmjzv,Spain,0,0,1,51,1,6,4
R_3ICqjJxV2LWKzqZ,Spain,1,0,1,52,1,2,4
R_2hsMyt8zC4oHXAp,Spain,2,10,0,42,1,1,4
R_5h8QqAQi4YXQ0bH,Spain,-2,10,1,42,1,6,9
R_3Vl56FetVzVBy8B,Spain,1,0,1,41,1,7,8
R_6XYw1tsXmFaahc9,Spain,0,5,0,51,0,7,1
R_bxfc59dbKmU4J0h,Spain,-1,0,1,49,1,6,6
R_4GvphVEQQtzPJbf,Spain,0,3,0,52,1,7,3
R_6m27eFzBBapKfLD,Spain,-2,6,1,53,1,7,8
R_5urDTJbaBynA549,Spain,1,3,0,52,0,5,1
R_1ZGUEUU2IEPRq61,Spain,0,10,1,49,1,6,4
R_3IvTNNqEllFBcG1,Spain,0,7,1,53,0,6,2
R_6QYHKPKw4SWGw9D,Spain,1,5,0,58,1,4,4
R_bOffKbyUSXvyDbv,Spain,2,2,0,54,1,3,4
R_5msOtiKJiTPWMh7,Spain,0,5,0,49,0,2,4
R_4GxrvTi4hRa8YyV,Spain,1,4,1,51,1,6,7
R_aftb1667ZnjRS4J,Spain,2,0,0,53,1,6,6
R_9vFzmcCLbUiI6SV,Spain,1,5,1,50,1,2,3
R_4UEnUh5Aq4GcZhj,Spain,0,7,1,47,0,3,7
R_aXnEUIPBtzWdfHD,Spain,2,0,1,41,1,7,7
R_9SO2vIGsfesmVyR,Spain,-1,5,0,59,1,3,6
R_80uAB56d7kKl7GB,Spain,0,5,0,59,0,5,4
R_dmOof2r7Rc6XbTv,Spain,-1,4,0,56,1,6,9
R_ethbfssQOni7jr7,Spain,0,7,0,51,1,7,10
R_b2yVWyrzMerpdY1,Spain,2,4,0,45,1,5,8
R_77e9fCLVU5K0opT,Spain,1,4,0,51,0,2,2
R_3rWoRv17vUrXowJ,Spain,0,8,0,52,1,3,7
R_6DJmtjpuz3MDvA9,Spain,0,5,1,44,0,2,4
R_e2Jkca1tfwID0zz,Spain,0,0,0,43,1,4,2
R_e9jLUDJlRonoQBL,Spain,1,2,1,54,0,3,1
R_006gaKXgWqxSWEJ,Spain,-1,7,0,56,1,4,10
R_6szods9AIcvktxz,Spain,2,3,0,48,1,3,4
R_etFfrAtNYcjZuYt,Spain,0,5,1,53,1,3,4
R_0CWeofwiJIP2Tf7,Spain,1,5,0,50,1,7,8
R_cw2tREyNGtp6JVz,Spain,2,3,0,55,1,7,2
R_5ceGthLX2lYaDRz,Spain,0,3,1,50,1,6,2
R_0xpDktxcntkijGt,Spain,1,4,0,41,1,7,7
R_eP4OAOdtoir7bet,Spain,1,5,0,48,1,6,8
R_5jbyboW1ruCUxjD,Spain,2,8,0,56,1,6,4
R_0v9wwK8ZQaQMwER,Spain,2,5,1,51,1,7,1
R_6eYusbP6UVyt01f,Spain,0,7,0,49,1,2,3
R_6i0VXo9d8DtdqsJ,Spain,0,3,0,51,1,3,7
R_4I4w5EF7504ATUp,Spain,-2,4,0,48,1,6,2
R_0NUBURYufbwVCWF,Spain,2,2,1,52,1,4,9
R_eFdKmCTjXIVi86h,Spain,1,2,1,57,0,7,1
R_0ulnSA7B8VrLdDD,Spain,1,0,0,58,1,6,4
R_0x5wnjT2ThIAynb,Spain,1,6,1,49,1,2,4
R_2i6u5y7gD8kCgdL,Spain,-1,6,1,51,0,1,5
R_01acemaj3twJq7j,Spain,0,5,1,43,0,3,7
R_2furSnxbg5yUN1z,Spain,-1,2,0,56,1,2,4
R_d6zk7rsy4vrRB2J,Spain,0,5,0,45,1,6,4
R_d4HIG014pHFmXvT,Spain,-2,10,0,49,1,2,2
R_4ZrSKciDOPXhsG1,Spain,0,3,0,47,0,5,1
R_egnHRPU0BCA0O7H,Spain,1,2,0,52,1,5,6
R_6WsSorLF20laKYB,Spain,2,0,0,45,0,4,1
R_ai9frL9N72Wohdr,Spain,2,5,0,48,1,1,3
R_8iwZKmk8KqoaE5v,Spain,1,6,1,50,0,2,3
R_0iw9mkYeUjpG6yN,Spain,-2,7,1,50,1,7,8
R_8xlUZCgiDKj4IzH,Spain,0,5,1,43,0,1,1
R_9HRkRYeB6D3PgTr,Spain,1,1,1,49,0,7,1
R_07iCqGDCnGu3qMl,Spain,-2,4,1,45,1,7,6
R_3sgNHxdbyVN2Ujb,Spain,0,5,1,49,0,3,3
R_0JS3CaOvG20hV9r,Spain,-1,3,1,44,0,2,2
R_d54Li4rY1mdQTo9,Spain,-1,3,1,46,0,5,2
R_6sOvS4YbgF6lGrr,Spain,-1,7,1,56,1,5,2
R_6KEhxgBVTY3hROd,Spain,1,3,1,56,0,5,1
R_9XHgDpzowkFJzBX,Spain,-2,6,1,59,0,3,10
R_9pNLFckGQR9II0B,Spain,0,5,1,59,0,1,4
R_esdj8Uy7J8gir3f,Spain,-1,0,1,51,1,5,3
R_1QULVYiyPFYzJTn,Spain,-1,2,1,51,1,3,5
R_bBd5W3HuqhZ4ZdX,Spain,0,7,1,53,1,6,3
R_5tgh1k9pxFGHwcl,Spain,-1,2,1,53,1,6,6
R_0cxt1hjX9AhxBDn,Spain,0,3,1,50,0,2,1
R_85GZF8Ehq1KSFQp,Spain,0,3,1,47,0,3,7
R_3CX10IODgY7hZeB,Spain,0,3,1,58,1,6,6
R_cSlTpoXT4Kasm2h,Spain,1,1,1,44,1,6,10
R_51tLCZp801c5qzb,Spain,-1,5,1,54,0,2,2
R_bfly1hMejvOSZWl,Spain,0,0,1,54,0,2,4
R_a5KIqz7XexvDYMZ,Spain,-1,6,1,58,1,4,6
R_e4jdhH25r3RACjz,Spain,0,3,1,59,0,4,4
R_e4k1Vp91sYPDhSl,Spain,0,5,1,47,0,3,3
R_8Inl6Z6KyC8T4QR,Spain,-1,8,1,44,1,2,3
R_ahLagRSEUyPxhtP,Spain,-1,7,1,46,0,5,2
